,symbol,companyName,marketCap,sector,industry,beta,price,lastAnnualDividend,volume,exchange,exchangeShortName,country,isEtf,isFund,isActivelyTrading
448,AGCO,AGCO Corporation,8452790330,Industrials,Farm & Heavy Construction Machinery,1.311,113.281,1.16,137072,New York Stock Exchange,NYSE,US,False,False,True
449,NCLH,Norwegian Cruise Line Holdings Ltd.,8449291450,Consumer Cyclical,Travel Services,2.595,19.85,0.0,2242440,New York Stock Exchange,NYSE,US,False,False,True
450,MUSA,Murphy USA Inc.,8441653752,Consumer Cyclical,Specialty Retail,0.773,405.72,1.68,36755,New York Stock Exchange,NYSE,US,False,False,True
451,HESM,Hess Midstream LP,8423198039,Energy,Oil & Gas Midstream,1.485,35.42,2.54,142974,New York Stock Exchange,NYSE,US,False,False,True
452,RHI,Robert Half International Inc.,8394626110,Industrials,Staffing & Employment Services,1.261,79.79,2.12,190798,New York Stock Exchange,NYSE,US,False,False,True
453,WBS,Webster Financial Corporation,8366088630,Financial Services,Banks—Regional,1.314,48.71,1.6,103153,New York Stock Exchange,NYSE,US,False,False,True
454,GPK,Graphic Packaging Holding Company,8350683390,Consumer Cyclical,Packaging & Containers,0.842,27.285,0.4,420098,New York Stock Exchange,NYSE,US,False,False,True
455,FHN,First Horizon Corporation,8317857080,Financial Services,Banks—Regional,0.947,14.885,0.6,1588916,New York Stock Exchange,NYSE,US,False,False,True
456,ARMK,Aramark,8271237810,Industrials,Specialty Business Services,1.529,31.515,0.38,398249,New York Stock Exchange,NYSE,US,False,False,True
457,CACI,CACI International Inc,8265900152,Technology,Information Technology Services,0.889,370.916,0.0,12897,New York Stock Exchange,NYSE,US,False,False,True
458,KBR,"KBR, Inc.",8225884800,Industrials,Engineering & Construction,0.952,60.9,0.6,201229,New York Stock Exchange,NYSE,US,False,False,True
459,OWL,Blue Owl Capital Inc.,8165646195,Financial Services,Asset Management,1.267,17.535,0.56,547947,New York Stock Exchange,NYSE,US,False,False,True
460,ORI,Old Republic International Corporation,8090981640,Financial Services,Insurance—Diversified,0.858,29.085,1.06,269699,New York Stock Exchange,NYSE,US,False,False,True
461,LEA,Lear Corporation,8082288140,Consumer Cyclical,Auto Parts,1.536,141.71,3.08,91235,New York Stock Exchange,NYSE,US,False,False,True
462,SITE,"SiteOne Landscape Supply, Inc.",8078687903,Industrials,Industrial Distribution,1.544,178.97,0.0,135655,New York Stock Exchange,NYSE,US,False,False,True
463,FMC,FMC Corporation,8049579720,Basic Materials,Agricultural Inputs,0.857,64.52,2.32,394397,New York Stock Exchange,NYSE,US,False,False,True
464,S,"SentinelOne, Inc.",8038831946,Technology,Software—Infrastructure,0.712,26.915,0.0,1649399,New York Stock Exchange,NYSE,US,False,False,True
465,ELAN,Elanco Animal Health Incorporated,8032946150,Healthcare,Drug Manufacturers—Specialty & Generic,1.297,16.295,0.0,956192,New York Stock Exchange,NYSE,US,False,False,True
466,CHWY,"Chewy, Inc.",8002707498,Consumer Cyclical,Internet Retail,0.919,18.02,0.0,3033267,New York Stock Exchange,NYSE,US,False,False,True
467,DLB,"Dolby Laboratories, Inc.",7961716706,Technology,Information Technology Services,0.966,83.3,1.2,32857,New York Stock Exchange,NYSE,US,False,False,True
468,AR,Antero Resources Corporation,7959552960,Energy,Oil & Gas E&P,3.314,26.22,0.0,1396377,New York Stock Exchange,NYSE,US,False,False,True
469,RRC,Range Resources Corporation,7958484400,Energy,Oil & Gas E&P,1.834,32.87,0.32,561022,New York Stock Exchange,NYSE,US,False,False,True
470,WCC,"WESCO International, Inc.",7949780672,Industrials,Industrial Distribution,2.048,156.02,1.54,77928,New York Stock Exchange,NYSE,US,False,False,True
471,LAD,"Lithia Motors, Inc.",7898339901,Consumer Cyclical,Auto & Truck Dealerships,1.587,286.89,2.0,73580,New York Stock Exchange,NYSE,US,False,False,True
472,AYI,"Acuity Brands, Inc.",7831165216,Industrials,Electrical Equipment & Parts,1.487,254.12,0.6,35345,New York Stock Exchange,NYSE,US,False,False,True
473,GPS,"The Gap, Inc.",7819384638,Consumer Cyclical,Apparel Retail,2.223,21.086,0.6,4218923,New York Stock Exchange,NYSE,US,False,False,True
474,RBC,RBC Bearings Incorporated,7804990974,Industrials,Tools & Accessories,1.453,267.46,0.0,12564,New York Stock Exchange,NYSE,US,False,False,True
475,SN,"SharkNinja, Inc.",7781714496,Consumer Cyclical,"Furnishings, Fixtures & Appliances",,55.95,1.08,155183,New York Stock Exchange,NYSE,US,False,False,True
476,PVH,PVH Corp.,7766293438,Consumer Cyclical,Apparel Manufacturing,2.204,130.225,0.15,415872,New York Stock Exchange,NYSE,US,False,False,True
477,NNN,"National Retail Properties, Inc.",7741501875,Real Estate,REIT—Retail,0.973,42.425,2.25,183981,New York Stock Exchange,NYSE,US,False,False,True
478,INGR,Ingredion Incorporated,7721425054,Consumer Defensive,Packaged Foods,0.813,117.77,3.12,83861,New York Stock Exchange,NYSE,US,False,False,True
479,BRBR,"BellRing Brands, Inc.",7695016250,Consumer Defensive,Packaged Foods,0.895,58.75,0.0,208038,New York Stock Exchange,NYSE,US,False,False,True
480,MTDR,Matador Resources Company,7682745600,Energy,Oil & Gas E&P,3.332,64.28,0.8,194874,New York Stock Exchange,NYSE,US,False,False,True
481,SWN,Southwestern Energy Company,7682683500,Energy,Oil & Gas E&P,1.121,6.975,0.0,2716262,New York Stock Exchange,NYSE,US,False,False,True
482,MHK,"Mohawk Industries, Inc.",7660766028,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1.331,120.27,0.0,84558,New York Stock Exchange,NYSE,US,False,False,True
483,EHC,Encompass Health Corporation,7602698898,Healthcare,Medical Care Facilities,0.832,75.9207,0.6,63856,New York Stock Exchange,NYSE,US,False,False,True
484,SF,Stifel Financial Corp.,7599708280,Financial Services,Capital Markets,1.177,73.93,1.68,93368,New York Stock Exchange,NYSE,US,False,False,True
485,OHI,"Omega Healthcare Investors, Inc.",7591097577,Real Estate,REIT—Healthcare Facilities,0.888,30.9458,2.68,184001,New York Stock Exchange,NYSE,US,False,False,True
486,CCCS,CCC Intelligent Solutions Holdings Inc.,7573253875,Technology,Software—Infrastructure,0.613,12.525,0.0,769833,New York Stock Exchange,NYSE,US,False,False,True
487,CIEN,Ciena Corporation,7548443495,Technology,Communication Equipment,1.006,52.055,0.0,772070,New York Stock Exchange,NYSE,US,False,False,True
488,EVR,Evercore Inc.,7503030012,Financial Services,Capital Markets,1.44,193.98,3.04,211066,New York Stock Exchange,NYSE,US,False,False,True
489,OSK,Oshkosh Corporation,7481825263,Industrials,Farm & Heavy Construction Machinery,1.278,114.095,1.84,128191,New York Stock Exchange,NYSE,US,False,False,True
490,GMED,"Globus Medical, Inc.",7446835559,Healthcare,Medical Devices,1.087,55.01,0.0,173773,New York Stock Exchange,NYSE,US,False,False,True
491,EDR,"Endeavor Group Holdings, Inc.",7431195695,Communication Services,Entertainment,0.812,24.745,0.24,356756,New York Stock Exchange,NYSE,US,False,False,True
492,CR,Crane Company,7406073326,Industrials,Specialty Industrial Machinery,1.413,130.115,0.82,43090,New York Stock Exchange,NYSE,US,False,False,True
493,BWA,BorgWarner Inc.,7388575900,Consumer Cyclical,Auto Parts,1.281,32.155,0.44,1326216,New York Stock Exchange,NYSE,US,False,False,True
494,SUM,"Summit Materials, Inc.",7343653520,Basic Materials,Building Materials,1.321,42.14,0.0,182350,New York Stock Exchange,NYSE,US,False,False,True
495,SAIC,Science Applications International Corporation,7325193750,Technology,Information Technology Services,0.702,140.7,1.48,49557,New York Stock Exchange,NYSE,US,False,False,True
496,AXTA,Axalta Coating Systems Ltd.,7315252200,Basic Materials,Specialty Chemicals,1.505,33.23,0.0,236647,New York Stock Exchange,NYSE,US,False,False,True
497,W,Wayfair Inc.,7305274175,Consumer Cyclical,Internet Retail,3.275,60.695,0.0,1288939,New York Stock Exchange,NYSE,US,False,False,True
498,MSA,MSA Safety Incorporated,7257408730,Industrials,Security & Protection Services,1.003,184.58,1.88,8876,New York Stock Exchange,NYSE,US,False,False,True
499,CAVA,"CAVA Group, Inc.",7253494295,Consumer Cyclical,Restaurants,,63.845,0.0,706020,New York Stock Exchange,NYSE,US,False,False,True
500,LEVI,Levi Strauss & Co.,7213408555,Consumer Cyclical,Apparel Manufacturing,1.205,18.13,0.48,253352,New York Stock Exchange,NYSE,US,False,False,True
501,FCN,"FTI Consulting, Inc.",7196381583,Industrials,Consulting Services,0.115,202.525,0.0,35684,New York Stock Exchange,NYSE,US,False,False,True
502,UI,Ubiquiti Inc.,7182185948,Technology,Communication Equipment,1.241,118.79,2.4,13603,New York Stock Exchange,NYSE,US,False,False,True
503,NYT,The New York Times Company,7150062040,Communication Services,Publishing,1.012,43.78,0.52,227574,New York Stock Exchange,NYSE,US,False,False,True
504,MTZ,"MasTec, Inc.",7128605064,Industrials,Engineering & Construction,1.598,89.915,0.0,145780,New York Stock Exchange,NYSE,US,False,False,True
505,GNRC,Generac Holdings Inc.,7090683145,Industrials,Specialty Industrial Machinery,1.436,117.65,0.0,178824,New York Stock Exchange,NYSE,US,False,False,True
506,IVZ,Invesco Ltd.,7088439120,Financial Services,Asset Management,1.429,15.78,0.8,633227,New York Stock Exchange,NYSE,US,False,False,True
507,BILL,"Bill.com Holdings, Inc.",7087150350,Technology,Software—Application,1.664,67.41,0.0,416813,New York Stock Exchange,NYSE,US,False,False,True
508,AIT,"Applied Industrial Technologies, Inc.",7035528830,Industrials,Industrial Distribution,1.077,181.94,1.48,38587,New York Stock Exchange,NYSE,US,False,False,True
509,DAR,Darling Ingredients Inc.,7027672330,Consumer Defensive,Packaged Foods,1.284,44.03,0.0,216711,New York Stock Exchange,NYSE,US,False,False,True
510,CIVI,"Civitas Resources, Inc.",7008836980,Energy,Oil & Gas E&P,1.552,69.38,5.8,250174,New York Stock Exchange,NYSE,US,False,False,True
511,NOV,NOV Inc.,6987660940,Energy,Oil & Gas Equipment & Services,1.735,17.735,0.2,694152,New York Stock Exchange,NYSE,US,False,False,True
512,VOYA,"Voya Financial, Inc.",6981993720,Financial Services,Financial Conglomerates,1.049,68.715,1.6,315797,New York Stock Exchange,NYSE,US,False,False,True
513,AZEK,The AZEK Company Inc.,6977774100,Industrials,Building Products & Equipment,1.926,47.85,0.0,280331,New York Stock Exchange,NYSE,US,False,False,True
514,BERY,"Berry Global Group, Inc.",6934876500,Consumer Cyclical,Packaging & Containers,1.241,59.835,1.1,121427,New York Stock Exchange,NYSE,US,False,False,True
515,CFR,"Cullen/Frost Bankers, Inc.",6931987113,Financial Services,Banks—Regional,1.03,107.97,3.68,37678,New York Stock Exchange,NYSE,US,False,False,True
516,RHP,"Ryman Hospitality Properties, Inc.",6919690355,Real Estate,REIT—Hotel & Motel,1.579,115.885,4.4,43169,New York Stock Exchange,NYSE,US,False,False,True
517,CMA,Comerica Incorporated,6915978000,Financial Services,Banks—Regional,1.272,52.2,2.84,416682,New York Stock Exchange,NYSE,US,False,False,True
518,OLN,Olin Corporation,6909981750,Basic Materials,Specialty Chemicals,1.414,56.385,0.8,160616,New York Stock Exchange,NYSE,US,False,False,True
519,FOUR,"Shift4 Payments, Inc.",6890084692,Technology,Software—Infrastructure,1.604,83.6,0.0,592544,New York Stock Exchange,NYSE,US,False,False,True
520,STAG,"STAG Industrial, Inc.",6871397400,Real Estate,REIT—Industrial,1.017,37.8,1.48,428668,New York Stock Exchange,NYSE,US,False,False,True
521,BRX,Brixmor Property Group Inc.,6828805845,Real Estate,REIT—Retail,1.502,22.665,1.09,308761,New York Stock Exchange,NYSE,US,False,False,True
522,OGE,OGE Energy Corp.,6795193600,Utilities,Utilities—Regulated Electric,0.709,33.92,1.67,344902,New York Stock Exchange,NYSE,US,False,False,True
523,WTS,"Watts Water Technologies, Inc.",6791578439,Industrials,Specialty Industrial Machinery,0.935,203.92,1.44,10548,New York Stock Exchange,NYSE,US,False,False,True
524,BFAM,Bright Horizons Family Solutions Inc.,6738871388,Consumer Cyclical,Personal Services,1.377,116.26,0.0,45580,New York Stock Exchange,NYSE,US,False,False,True
525,RLI,RLI Corp.,6700045682,Financial Services,Insurance—Property & Casualty,0.349,146.74,1.08,15237,New York Stock Exchange,NYSE,US,False,False,True
526,IBP,"Installed Building Products, Inc.",6652985094,Industrials,Building Products & Equipment,1.889,234.54,1.4,31094,New York Stock Exchange,NYSE,US,False,False,True
527,TKO,"TKO Group Holdings, Inc.",6644999552,Communication Services,Entertainment,,80.72,4.1,121134,New York Stock Exchange,NYSE,US,False,False,True
528,VNT,Vontier Corporation,6633090000,Technology,Scientific & Technical Instruments,1.317,43.1,0.1,85879,New York Stock Exchange,NYSE,US,False,False,True
529,HRB,"H&R Block, Inc.",6628642710,Consumer Cyclical,Personal Services,0.717,47.51,1.28,189137,New York Stock Exchange,NYSE,US,False,False,True
530,WAL,Western Alliance Bancorporation,6519350600,Financial Services,Banks—Regional,1.456,59.17,1.48,329028,New York Stock Exchange,NYSE,US,False,False,True
531,KVYO,"Klaviyo, Inc.",6508588095,Technology,Software—Infrastructure,,25.03,0.0,276122,New York Stock Exchange,NYSE,US,False,False,True
532,DDS,"Dillard's, Inc.",6503653277,Consumer Cyclical,Department Stores,0.963,400.92,1.0,17930,New York Stock Exchange,NYSE,US,False,False,True
533,ARW,"Arrow Electronics, Inc.",6458744278,Technology,Electronics & Computer Distribution,1.401,120.02,0.0,75487,New York Stock Exchange,NYSE,US,False,False,True
534,AM,Antero Midstream Corporation,6445280030,Energy,Oil & Gas Midstream,2.13,13.435,0.9,507676,New York Stock Exchange,NYSE,US,False,False,True
535,ALSN,"Allison Transmission Holdings, Inc.",6412860126,Consumer Cyclical,Auto Parts,1.016,73.53,1.0,137755,New York Stock Exchange,NYSE,US,False,False,True
536,RYAN,"Ryan Specialty Holdings, Inc.",6388440900,Financial Services,Insurance—Specialty,0.51,53.85,0.44,88293,New York Stock Exchange,NYSE,US,False,False,True
537,FLR,Fluor Corporation,6371480340,Industrials,Engineering & Construction,2.12,37.39,0.0,174505,New York Stock Exchange,NYSE,US,False,False,True
538,VFC,V.F. Corporation,6318260000,Consumer Cyclical,Apparel Manufacturing,1.527,16.25,0.36,1226233,New York Stock Exchange,NYSE,US,False,False,True
539,HXL,Hexcel Corporation,6316863740,Industrials,Aerospace & Defense,1.232,74.855,0.53,89809,New York Stock Exchange,NYSE,US,False,False,True
540,MUR,Murphy Oil Corporation,6313364150,Energy,Oil & Gas E&P,2.201,41.33,1.2,172495,New York Stock Exchange,NYSE,US,False,False,True
541,CHH,"Choice Hotels International, Inc.",6270343852,Consumer Cyclical,Lodging,1.203,126.52,1.15,1027722,New York Stock Exchange,NYSE,US,False,False,True
542,POST,"Post Holdings, Inc.",6255018096,Consumer Defensive,Packaged Foods,0.615,103.08,0.0,47822,New York Stock Exchange,NYSE,US,False,False,True
543,WH,"Wyndham Hotels & Resorts, Inc.",6243908126,Consumer Cyclical,Lodging,1.357,77.085,1.43,572539,New York Stock Exchange,NYSE,US,False,False,True
544,TNET,"TriNet Group, Inc.",6235527749,Industrials,Staffing & Employment Services,1.091,123.31,1.0,81726,New York Stock Exchange,NYSE,US,False,False,True
545,ATI,ATI Inc.,6221656890,Industrials,Metal Fabrication,1.212,48.69,0.0,168516,New York Stock Exchange,NYSE,US,False,False,True
546,AN,"AutoNation, Inc.",6182849646,Consumer Cyclical,Auto & Truck Dealerships,1.232,148.41,0.0,30861,New York Stock Exchange,NYSE,US,False,False,True
547,GTLS,"Chart Industries, Inc.",6159255862,Industrials,Specialty Industrial Machinery,1.691,145.685,0.0,106230,New York Stock Exchange,NYSE,US,False,False,True
548,BYD,Boyd Gaming Corporation,6133957352,Consumer Cyclical,Resorts & Casinos,1.598,63.86,0.68,91485,New York Stock Exchange,NYSE,US,False,False,True
549,NE,Noble Corporation,6119421368,Energy,Oil & Gas Drilling,0.993,44.64,1.6,204360,New York Stock Exchange,NYSE,US,False,False,True
550,BC,Brunswick Corporation,6114624750,Consumer Cyclical,Recreational Vehicles,1.55,89.7,1.68,98946,New York Stock Exchange,NYSE,US,False,False,True
551,ATKR,Atkore Inc.,6096919506,Industrials,Electrical Equipment & Parts,2.179,165.82,1.28,98950,New York Stock Exchange,NYSE,US,False,False,True
552,TMHC,Taylor Morrison Home Corporation,6094124540,Consumer Cyclical,Residential Construction,1.869,57.26,0.0,84781,New York Stock Exchange,NYSE,US,False,False,True
553,CMC,Commercial Metals Company,6028898400,Basic Materials,Steel,1.315,51.8,0.64,262379,New York Stock Exchange,NYSE,US,False,False,True
554,ESAB,ESAB Corporation,5983135762,Industrials,Metal Fabrication,0.0,99.23,0.24,54070,New York Stock Exchange,NYSE,US,False,False,True
555,TKR,The Timken Company,5980164167,Industrials,Tools & Accessories,1.544,85.27,1.32,45690,New York Stock Exchange,NYSE,US,False,False,True
556,OBDC,Blue Owl Capital Corporation,5912288583,Financial Services,Credit Services,0.953,15.1701,0.88,543541,New York Stock Exchange,NYSE,US,False,False,True
557,PB,"Prosperity Bancshares, Inc.",5905686454,Financial Services,Banks—Regional,0.941,63.1425,2.24,59673,New York Stock Exchange,NYSE,US,False,False,True
558,WHR,Whirlpool Corporation,5889235545,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1.461,107.775,7.0,175903,New York Stock Exchange,NYSE,US,False,False,True
559,PBF,PBF Energy Inc.,5879862440,Energy,Oil & Gas Refining & Marketing,1.72,49.18,1.0,279974,New York Stock Exchange,NYSE,US,False,False,True
560,MLI,"Mueller Industries, Inc.",5876065850,Industrials,Metal Fabrication,1.083,51.71,0.65,142105,New York Stock Exchange,NYSE,US,False,False,True
561,NEU,NewMarket Corporation,5869110600,Basic Materials,Specialty Chemicals,0.461,612.0,10.0,3498,New York Stock Exchange,NYSE,US,False,False,True
562,GXO,"GXO Logistics, Inc.",5849801100,Industrials,Integrated Freight & Logistics,1.735,49.05,0.0,124142,New York Stock Exchange,NYSE,US,False,False,True
563,ANF,Abercrombie & Fitch Co.,5816290645,Consumer Cyclical,Apparel Retail,1.603,115.39,0.0,647897,New York Stock Exchange,NYSE,US,False,False,True
564,OMF,"OneMain Holdings, Inc.",5803860360,Financial Services,Credit Services,1.652,48.46,4.0,93405,New York Stock Exchange,NYSE,US,False,False,True
565,SNV,Synovus Financial Corp.,5785688480,Financial Services,Banks—Regional,1.413,39.52,1.52,78163,New York Stock Exchange,NYSE,US,False,False,True
566,FAF,First American Financial Corporation,5783910000,Financial Services,Insurance—Specialty,1.289,56.1,2.12,133175,New York Stock Exchange,NYSE,US,False,False,True
567,ADC,Agree Realty Corporation,5782355475,Real Estate,REIT—Retail,0.52,57.525,2.96,195632,New York Stock Exchange,NYSE,US,False,False,True
568,INSP,"Inspire Medical Systems, Inc.",5777970030,Healthcare,Medical Devices,1.35,195.3,0.0,59938,New York Stock Exchange,NYSE,US,False,False,True
569,ESI,Element Solutions Inc,5777582875,Basic Materials,Specialty Chemicals,1.31,23.875,0.32,126582,New York Stock Exchange,NYSE,US,False,False,True
570,ENLC,"EnLink Midstream, LLC",5753082015,Energy,Oil & Gas Midstream,2.328,12.695,0.53,216853,New York Stock Exchange,NYSE,US,False,False,True
571,M,"Macy's, Inc.",5730866430,Consumer Cyclical,Department Stores,2.164,20.91,0.69,3086318,New York Stock Exchange,NYSE,US,False,False,True
572,MTH,Meritage Homes Corporation,5682212740,Consumer Cyclical,Residential Construction,1.759,157.1,3.0,69896,New York Stock Exchange,NYSE,US,False,False,True
573,VVV,Valvoline Inc.,5677329710,Energy,Oil & Gas Refining & Marketing,1.442,43.79,0.5,167914,New York Stock Exchange,NYSE,US,False,False,True
574,FLS,Flowserve Corporation,5674911615,Industrials,Specialty Industrial Machinery,1.468,43.245,0.84,100794,New York Stock Exchange,NYSE,US,False,False,True
575,DTM,"DT Midstream, Inc.",5667487824,Energy,Oil & Gas Midstream,0.759,58.44,2.81,66204,New York Stock Exchange,NYSE,US,False,False,True
576,ADT,ADT Inc.,5665232100,Industrials,Security & Protection Services,1.575,6.53,0.16,3164255,New York Stock Exchange,NYSE,US,False,False,True
577,TRNO,Terreno Realty Corporation,5655930045,Real Estate,REIT—Industrial,0.823,64.275,1.8,66946,New York Stock Exchange,NYSE,US,False,False,True
578,SMAR,Smartsheet Inc.,5645127510,Technology,Software—Application,0.747,41.43,0.0,777792,New York Stock Exchange,NYSE,US,False,False,True
579,BROS,Dutch Bros Inc.,5635062682,Consumer Cyclical,Restaurants,2.406,31.71,0.0,1023660,New York Stock Exchange,NYSE,US,False,False,True
580,SON,Sonoco Products Company,5623709949,Consumer Cyclical,Packaging & Containers,0.682,57.31,2.04,93595,New York Stock Exchange,NYSE,US,False,False,True
581,DV,"DoubleVerify Holdings, Inc.",5570036350,Technology,Software—Application,1.014,32.525,0.0,611619,New York Stock Exchange,NYSE,US,False,False,True
582,LPX,Louisiana-Pacific Corporation,5510268274,Industrials,Building Products & Equipment,1.832,76.265,1.04,238499,New York Stock Exchange,NYSE,US,False,False,True
583,MTG,MGIC Investment Corporation,5495874600,Financial Services,Insurance—Specialty,1.224,20.38,0.46,679839,New York Stock Exchange,NYSE,US,False,False,True
584,PLNT,"Planet Fitness, Inc.",5491132395,Consumer Cyclical,Leisure,1.402,64.27,0.0,133931,New York Stock Exchange,NYSE,US,False,False,True
585,THO,"Thor Industries, Inc.",5463628270,Consumer Cyclical,Recreational Vehicles,1.782,102.46,1.92,144363,New York Stock Exchange,NYSE,US,False,False,True
586,ZWS,Zurn Elkay Water Solutions Corporation,5429913720,Industrials,Pollution & Treatment Controls,1.036,31.57,0.32,112141,New York Stock Exchange,NYSE,US,False,False,True
587,AA,Alcoa Corporation,5428966365,Basic Materials,Aluminum,2.446,30.235,0.4,2045760,New York Stock Exchange,NYSE,US,False,False,True
588,MSM,"MSC Industrial Direct Co., Inc.",5420078440,Industrials,Industrial Distribution,0.904,96.1,3.32,77847,New York Stock Exchange,NYSE,US,False,False,True
589,FSK,FS KKR Capital Corp.,5410875120,Financial Services,Asset Management,1.294,19.32,2.8,633087,New York Stock Exchange,NYSE,US,False,False,True
590,HOG,"Harley-Davidson, Inc.",5327322630,Consumer Cyclical,Recreational Vehicles,1.435,39.01,0.69,418381,New York Stock Exchange,NYSE,US,False,False,True
591,UGI,UGI Corporation,5326786420,Utilities,Utilities—Regulated Gas,1.173,25.42,1.5,354966,New York Stock Exchange,NYSE,US,False,False,True
592,ST,Sensata Technologies Holding plc,5314600400,Technology,Scientific & Technical Instruments,1.358,35.32,0.48,255321,New York Stock Exchange,NYSE,US,False,False,True
593,SEE,Sealed Air Corporation,5304374740,Consumer Cyclical,Packaging & Containers,1.281,36.71,0.8,207118,New York Stock Exchange,NYSE,US,False,False,True
594,SWX,"Southwest Gas Holdings, Inc.",5302362730,Utilities,Utilities—Regulated Gas,0.347,74.06,2.48,132720,New York Stock Exchange,NYSE,US,False,False,True
595,SUN,Sunoco LP,5301240399,Energy,Oil & Gas Refining & Marketing,1.286,62.79,3.37,25385,New York Stock Exchange,NYSE,US,False,False,True
596,RITM,Rithm Capital Corp.,5287023989,Real Estate,REIT—Mortgage,1.789,10.9411,1.0,541121,New York Stock Exchange,NYSE,US,False,False,True
597,DOCS,"Doximity, Inc.",5274159785,Healthcare,Health Information Services,1.185,28.27,0.0,125111,New York Stock Exchange,NYSE,US,False,False,True
598,AWI,"Armstrong World Industries, Inc.",5257215042,Industrials,Building Products & Equipment,1.119,120.005,1.12,30069,New York Stock Exchange,NYSE,US,False,False,True
599,AMG,"Affiliated Managers Group, Inc.",5222624396,Financial Services,Asset Management,1.307,159.255,0.04,24502,New York Stock Exchange,NYSE,US,False,False,True
600,KBH,KB Home,5221546275,Consumer Cyclical,Residential Construction,1.729,68.825,0.8,111139,New York Stock Exchange,NYSE,US,False,False,True
601,PII,Polaris Inc.,5209131708,Consumer Cyclical,Recreational Vehicles,1.593,92.36,2.64,74924,New York Stock Exchange,NYSE,US,False,False,True
602,SPXC,"SPX Technologies, Inc.",5195182480,Industrials,Specialty Industrial Machinery,1.249,113.71,0.0,13457,New York Stock Exchange,NYSE,US,False,False,True
603,RYN,Rayonier Inc.,5183076800,Real Estate,REIT—Specialty,1.089,34.87,1.14,98748,New York Stock Exchange,NYSE,US,False,False,True
604,MMS,"Maximus, Inc.",5178819447,Industrials,Specialty Business Services,0.725,84.855,1.2,21748,New York Stock Exchange,NYSE,US,False,False,True
605,SM,SM Energy Company,5166946080,Energy,Oil & Gas E&P,4.203,44.64,0.72,318820,New York Stock Exchange,NYSE,US,False,False,True
606,CADE,Cadence Bank,5153309200,Financial Services,Banks—Regional,1.025,27.95,1.0,198286,New York Stock Exchange,NYSE,US,False,False,True
607,KEX,Kirby Corporation,5089658340,Industrials,Marine Shipping,1.205,86.97,0.0,45234,New York Stock Exchange,NYSE,US,False,False,True
608,KD,"Kyndryl Holdings, Inc.",5042750000,Technology,Information Technology Services,1.648,21.925,0.0,230029,New York Stock Exchange,NYSE,US,False,False,True
609,RH,RH,5038301779,Consumer Cyclical,Specialty Retail,2.426,276.535,0.0,102497,New York Stock Exchange,NYSE,US,False,False,True
610,R,"Ryder System, Inc.",5010310783,Industrials,Rental & Leasing Services,1.392,114.095,2.84,44207,New York Stock Exchange,NYSE,US,False,False,True
611,BCC,Boise Cascade Company,5007715670,Basic Materials,Building Materials,1.58,126.65,0.8,53491,New York Stock Exchange,NYSE,US,False,False,True
612,ETRN,Equitrans Midstream Corporation,4988461575,Energy,Oil & Gas Midstream,1.986,11.435,0.6,18573442,New York Stock Exchange,NYSE,US,False,False,True
613,ALIT,"Alight, Inc.",4932398700,Technology,Software—Application,1.15,9.005,0.0,410790,New York Stock Exchange,NYSE,US,False,False,True
614,AL,Air Lease Corporation,4905727995,Industrials,Rental & Leasing Services,1.626,44.185,0.84,393195,New York Stock Exchange,NYSE,US,False,False,True
615,FNB,F.N.B. Corporation,4881665600,Financial Services,Banks—Regional,1.034,13.6,0.48,153714,New York Stock Exchange,NYSE,US,False,False,True
616,FLO,"Flowers Foods, Inc.",4843041000,Consumer Defensive,Packaged Foods,0.383,23.0,0.92,186900,New York Stock Exchange,NYSE,US,False,False,True
617,CBT,Cabot Corporation,4842294912,Basic Materials,Specialty Chemicals,1.241,87.36,1.6,38876,New York Stock Exchange,NYSE,US,False,False,True
618,HOMB,"Home Bancshares, Inc. (Conway, AR)",4824246960,Financial Services,Banks—Regional,1.1,23.985,0.72,113266,New York Stock Exchange,NYSE,US,False,False,True
619,WU,The Western Union Company,4819844745,Financial Services,Credit Services,0.86,14.085,0.94,851001,New York Stock Exchange,NYSE,US,False,False,True
620,ASH,Ashland Inc.,4790083900,Basic Materials,Specialty Chemicals,0.921,95.62,1.54,23349,New York Stock Exchange,NYSE,US,False,False,True
621,NFG,National Fuel Gas Company,4784186268,Energy,Oil & Gas Integrated,0.632,51.93,1.98,218464,New York Stock Exchange,NYSE,US,False,False,True
622,FSS,Federal Signal Corporation,4782102080,Industrials,Pollution & Treatment Controls,1.031,78.4,0.48,35618,New York Stock Exchange,NYSE,US,False,False,True
623,SKY,Skyline Champion Corporation,4746760165,Consumer Cyclical,Residential Construction,1.53,82.19,0.0,18560,New York Stock Exchange,NYSE,US,False,False,True
624,MOG-A,Moog Inc.,4743605152,Industrials,Aerospace & Defense,1.18,149.77,1.12,11142,New York Stock Exchange,NYSE,US,False,False,True
625,HGV,Hilton Grand Vacations Inc.,4739348880,Consumer Cyclical,Resorts & Casinos,1.929,45.36,0.0,148774,New York Stock Exchange,NYSE,US,False,False,True
626,SLGN,Silgan Holdings Inc.,4734990000,Consumer Cyclical,Packaging & Containers,0.673,44.46,0.76,60014,New York Stock Exchange,NYSE,US,False,False,True
